인허가일자,상세영업상태코드,폐업일자,소재지전체주소,사업장명,업태구분명,구명,동명
20100625,1,,충청북도 청주시 상당구 남일면 효촌리 251-1번지,빵이 가득한 집,제과점영업,상당구,남일면
19960322,1,,충청북도 청주시 서원구 수곡동 852번지,프랑시앙바게뜨,제과점영업,서원구,수곡동
20101216,1,,충청북도 청주시 흥덕구 오송읍 연제리 715 오송프라자 107호,파리바게뜨오송점,제과점영업,흥덕구,오송읍
20150710,1,,"충청북도 청주시 상당구 금천동 115-1번지 수정아파트103동상가,1층(102호일부)",오븐스토리,제과점영업,상당구,금천동
20150727,1,,충청북도 청주시 청원구 오창읍 주성리 616번지,뚜레쥬르 오창산업단지점,제과점영업,청원구,오창읍
20150804,1,,충청북도 청주시 서원구 분평동 1387번지 호인센트럴존스포츠센타(농협하나로클럽 내) 101호,빵굽는마미갸또,제과점영업,서원구,분평동
20050415,1,,충청북도 청주시 흥덕구 봉명동 2703 (1층),파리바게뜨 청주IP,제과점영업,흥덕구,봉명동
20100719,1,,충청북도 청주시 흥덕구 옥산면 오산리 538-1,파리바게뜨청원옥산점,제과점영업,흥덕구,옥산면
20100722,1,,충청북도 청주시 흥덕구 신봉동 146-7 1층,충북재활원보호작업장,제과점영업,흥덕구,신봉동
20100805,1,,충청북도 청주시 흥덕구 복대동 1000번지 (1층),파리바게뜨(청주가경시장점),제과점영업,흥덕구,복대동
20100920,1,,충청북도 청주시 흥덕구 복대동 299-1,파리바게뜨 청주복대점,제과점영업,흥덕구,복대동
20101029,1,,충청북도 청주시 흥덕구 오송읍 연제리 722 모아미래도프라자,몽블랑제오송점,제과점영업,흥덕구,오송읍
20101116,1,,충청북도 청주시 청원구 오창읍 창리 46-1번지,파리바게뜨청원오창점,제과점영업,청원구,오창읍
20140217,1,,충청북도 청주시 청원구 주중동 589-5번지 1층,뚜레쥬르청주성모병원점,제과점영업,청원구,주중동
20110112,1,,충청북도 청주시 서원구 수곡동 331번지 (1층),파리바게뜨산남주공점,제과점영업,서원구,수곡동
20110118,1,,"충청북도 청주시 청원구 사천동 413-8 2층,지상인접",파리바게뜨청주사천2호점,제과점영업,청원구,사천동
20110119,1,,충청북도 청주시 서원구 산남동 501 (1층),빚은청주산남점,제과점영업,서원구,산남동
20110121,1,,"충청북도 청주시 흥덕구 복대동 3379번지 신영지웰시티(101,102호)",파리바게뜨복대지웰점,제과점영업,흥덕구,복대동
20110211,1,,충청북도 청주시 흥덕구 복대동 309-2번지 (1층),바누아투과자점,제과점영업,흥덕구,복대동
20110225,1,,충청북도 청주시 흥덕구 오송읍 만수리 524번지 백천빌딩 103.104호,뚜레쥬르충북오송점,제과점영업,흥덕구,오송읍
20110228,1,,"충청북도 청주시 서원구 분평동 1258번지 분평동은사우나(101호, 102호)",뚜레쥬르,제과점영업,서원구,분평동
20110304,1,,충청북도 청주시 흥덕구 가경동 1449 10호동 (1층),던킨도너츠 청주터미널점,제과점영업,흥덕구,가경동
20110321,1,,충청북도 청주시 서원구 산남동 661번지 인템프라자(105호),코코호두(산남점),제과점영업,서원구,산남동
20140721,1,,충청북도 청주시 청원구 율량동 873-7 1층,르뽀미에청주율량점,제과점영업,청원구,율량동
20140725,1,,충청북도 청주시 상당구 북문로1가 7-1번지 2층,라플란드(Lapland),제과점영업,상당구,북문로1가
20140304,1,,충청북도 청주시 흥덕구 봉명동 2690번지 (1층),뚜레쥬르봉명점,제과점영업,흥덕구,봉명동
20140307,1,,충청북도 청주시 서원구 성화동 449번지 (1층),좋은아침(성화점),제과점영업,서원구,성화동
20140317,1,,충청북도 청주시 서원구 모충동 445-16번지 102호,착한빵집,제과점영업,서원구,모충동
20140331,1,,충청북도 청주시 흥덕구 복대동 162-1번지 새롬메디 103호(1층),뚜레쥬르청주공단오거리점,제과점영업,흥덕구,복대동
20140408,1,,충청북도 청주시 청원구 내덕동 423번지 (1층),브레드하임,제과점영업,청원구,내덕동
20140411,1,,충청북도 청주시 청원구 사천동 446-9번지 1층,김태환베이커리,제과점영업,청원구,사천동
20140416,1,,충청북도 청주시 상당구 금천동 288 1층,홈플러스(주)베이커리,제과점영업,상당구,금천동
20140421,1,,충청북도 청주시 상당구 용암동 1634번지 1층,파리바게뜨청주용암현대점,제과점영업,상당구,용암동
20140428,1,,충청북도 청주시 상당구 북문로1가 15-2번지 1층,좋은아침,제과점영업,상당구,북문로1가
20140508,1,,충청북도 청주시 흥덕구 복대동 288-124번지 LK트리플렉스 A동 113호 (1층),뚜레쥬르청주지웰시티점,제과점영업,흥덕구,복대동
20140513,1,,충청북도 청주시 청원구 주중동 1063 1층,좋은아침율량점,제과점영업,청원구,주중동
20140717,1,,충청북도 청주시 서원구 분평동 1368번지 호인리더스빌딩 109호,동짓날(좋은아침),제과점영업,서원구,분평동
20050607,1,,"충청북도 청주시 서원구 사창동 154-6번지 (1,2층)",빽다방 충북대중문점,제과점영업,서원구,사창동
20080603,1,,충청북도 청주시 흥덕구 비하동 824 서청주파크자이 303동 B125호,파리바게트(청주비하점),제과점영업,흥덕구,비하동
20080716,1,,충청북도 청주시 상당구 금천동 199-2번지 (1층-107호),파리바게뜨(청주금천점),제과점영업,상당구,금천동
20051202,1,,충청북도 청주시 상당구 문화동 118번지 문화동 센트럴칸타빌 상가동 127호,떡보의하루,제과점영업,상당구,문화동
20060125,1,,충청북도 청주시 서원구 개신동 632번지 (1층),뚜레쥬르개신주공점,제과점영업,서원구,개신동
20060125,1,,"충청북도 청주시 흥덕구 가경동 1685번지 외 4필지,106호",파리바게트가경대우점,제과점영업,흥덕구,가경동
20080723,1,,충청북도 청주시 서원구 성화동 439 1층 (104호),파리바게트(성화점),제과점영업,서원구,성화동
20081103,1,,충청북도 청주시 서원구 사창동 255-5번지,명인당본점 천안전통호두과자,제과점영업,서원구,사창동
20081127,1,,충청북도 청주시 흥덕구 가경동 1986번지 (지상1층),뚜레쥬르강서점,제과점영업,흥덕구,가경동
20081215,1,,충청북도 청주시 흥덕구 가경동 1987 (1층),파리바게뜨청주강서점,제과점영업,흥덕구,가경동
20081226,1,,충청북도 청주시 상당구 서문동 157-14 (홈플러스내 지하2층),홈플러스(주)베이커리,제과점영업,상당구,서문동
20090210,1,,충청북도 청주시 상당구 금천동 113-7번지 1층 1동,파리바게뜨금천뉴타운,제과점영업,상당구,금천동
19901205,1,,충청북도 청주시 흥덕구 복대동 992번지,베이커리스쿨,제과점영업,흥덕구,복대동
19910207,1,,충청북도 청주시 서원구 분평동 246-26번지,파리바게뜨분평우성점,제과점영업,서원구,분평동
19920117,1,,충청북도 청주시 서원구 개신동 442-3번지,뚜레쥬르청주개신1호점,제과점영업,서원구,개신동
19920312,1,,충청북도 청주시 청원구 율량동 902,파리바게뜨 율량점,제과점영업,청원구,율량동
20091214,1,,충청북도 청주시 상당구 북문로2가 50-7번지 (1층),파리바게뜨북문점,제과점영업,상당구,북문로2가
20100210,1,,"충청북도 청주시 상당구 용암동 2099번지 건영아파트 상가 118,119,120호(1층)",파리바게뜨용암건영,제과점영업,상당구,용암동
20100420,1,,충청북도 청주시 서원구 분평동 1380번지 (1층),파리바게뜨분평행복점,제과점영업,서원구,분평동
20100428,1,,충청북도 청주시 흥덕구 비하동 755 (1층),뚜레쥬르비하계룡점,제과점영업,흥덕구,비하동
20100617,1,,"충청북도 청주시 서원구 사직동 929번지 3공구 상가 114, 115호",파리바게뜨사직캐슬점,제과점영업,서원구,사직동
20130731,1,,충청북도 청주시 상당구 용정동 1136번지 1층,뚜레쥬르 청주용정점,제과점영업,상당구,용정동
20130814,1,,충청북도 청주시 서원구 분평동 1369번지 1층,떡담 청주분평점,제과점영업,서원구,분평동
20130902,1,,충청북도 청주시 상당구 용담동 397번지 (1층),좋은아침(금천점),제과점영업,상당구,용담동
20130910,1,,충청북도 청주시 청원구 오창읍 양청리 819-1번지 엔젤알파 102호,기분좋은날,제과점영업,청원구,오창읍
20060320,1,,충청북도 청주시 흥덕구 봉명동 2476번지,빵쟁이네,제과점영업,흥덕구,봉명동
20131114,1,,충청북도 청주시 청원구 주중동 율량2택지개발지구번지 30블로 1로트 1층,파리바게뜨 청주율량타운,제과점영업,청원구,주중동
20140213,1,,충청북도 청주시 청원구 주성동 율량2택지개발지구번지 31블록 1로트 1층,파리바게뜨청주율량칸타빌점,제과점영업,청원구,주성동
20060508,1,,충청북도 청주시 청원구 사천동 413-3번지 105호,뚜레쥬르 청주사천점,제과점영업,청원구,사천동
20060509,1,,충청북도 청주시 청원구 율량동 500-3,몽블랑제(주)동청주점,제과점영업,청원구,율량동
20060511,1,,충청북도 청주시 청원구 오창읍 각리 651-1번지,그린하우스,제과점영업,청원구,오창읍
20060602,1,,충청북도 청주시 청원구 오창읍 각리 637-1번지,뚜레쥬르 오창한라점,제과점영업,청원구,오창읍
20060609,1,,충청북도 청주시 청원구 오창읍 각리 647-1번지,파리바케트오창쌍용점,제과점영업,청원구,오창읍
20060906,1,,충청북도 청주시 청원구 오창읍 각리 637-6번지,파리바게트오창중앙점,제과점영업,청원구,오창읍
20061002,1,,충청북도 청주시 서원구 모충동 122-20번지 (1층),파리바게트모충점,제과점영업,서원구,모충동
20061204,1,,충청북도 청주시 상당구 용암동 2600번지 (1층),뚜레쥬르용암부영점,제과점영업,상당구,용암동
19760303,1,,충청북도 청주시 흥덕구 복대동 50-12번지,케익 작업실. 슈가크래프트,제과점영업,흥덕구,복대동
20181017,1,,충청북도 청주시 상당구 용정동 1151번지 1층,파리바게뜨청주용정점,제과점영업,상당구,용정동
20181119,1,,충청북도 청주시 상당구 방서동 247-9번지 청주센트럴자이 상가1동,뚜레쥬르(청주방서점),제과점영업,상당구,방서동
20181218,1,,충청북도 청주시 청원구 오창읍 양청리 810-2번지 오창 롯데캐슬 더 하이스트,파리바게뜨오창롯데캐슬,제과점영업,청원구,오창읍
20201210,1,,충청북도 청주시 흥덕구 가경동 2051,봄내음,제과점영업,흥덕구,가경동
20201216,1,,충청북도 청주시 흥덕구 가경동 1449,뚜레쥬르 청주터미널점2,제과점영업,흥덕구,가경동
20201216,1,,충청북도 청주시 흥덕구 가경동 1449,뚜레쥬르 청주터미널점,제과점영업,흥덕구,가경동
20201202,1,,충청북도 청주시 서원구 남이면 척북리 74-12 1층,포블리스빵공방,제과점영업,서원구,남이면
20201222,1,,충청북도 청주시 흥덕구 봉명동 980-3,해피투유(happy to you),제과점영업,흥덕구,봉명동
20210104,1,,충청북도 청주시 흥덕구 가경동 644-5,파리바게뜨 서현홍골지구점,제과점영업,흥덕구,가경동
20201124,1,,충청북도 청주시 흥덕구 가경동 383-7,그린브라우니 가경점,제과점영업,흥덕구,가경동
20201229,1,,충청북도 청주시 서원구 현도면 선동리 284-7 죽암(하)휴게소 1층,경주제과 죽암(부산)휴게소점,제과점영업,서원구,현도면
20201218,1,,충청북도 청주시 상당구 방서동 644-8,방서동디저트,제과점영업,상당구,방서동
20190128,2,20190227.0,충청북도 청주시 흥덕구 가경동 1488-2번지,머거보라,제과점영업,흥덕구,가경동
20190328,2,20200819.0,충청북도 청주시 상당구 방서동 653 방서중흥에스클래스 상가 142동 111호,정성용빠네떼리아,제과점영업,상당구,방서동
20190409,2,20200310.0,충청북도 청주시 흥덕구 오송읍 만수리 527번지 오송농협,빵굽는마을,제과점영업,흥덕구,오송읍
20190424,2,20210331.0,충청북도 청주시 상당구 북문로2가 116-40 1층,팔구빵집,제과점영업,상당구,북문로2가
20190926,2,20190930.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점,베즐리,제과점영업,흥덕구,복대동
20190829,2,20201201.0,충청북도 청주시 상당구 북문로2가 74-1 1층 106호,퐁당케이크,제과점영업,상당구,북문로2가
20190807,2,20200810.0,충청북도 청주시 흥덕구 복대동 3380 현대백화점,파티세리 몽슈슈,제과점영업,흥덕구,복대동
20190725,2,20190729.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점 지하1층,베즐리,제과점영업,흥덕구,복대동
20190627,2,20190701.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점,베즐리,제과점영업,흥덕구,복대동
20190813,2,20200622.0,충청북도 청주시 청원구 오창읍 창리 96 107호,플레이스38 오창점,제과점영업,청원구,오창읍
20191112,2,20210824.0,충청북도 청주시 흥덕구 복대동 2371,빵굽는집,제과점영업,흥덕구,복대동
20200103,2,20200106.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점,로티서울,제과점영업,흥덕구,복대동
20200116,2,20200120.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점,베즐리,제과점영업,흥덕구,복대동
20200310,2,20200316.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점,흥흥,제과점영업,흥덕구,복대동
20200220,2,20200224.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점,베즐리,제과점영업,흥덕구,복대동
20200120,2,20210615.0,충청북도 청주시 흥덕구 비하동 688-2,소복빵집,제과점영업,흥덕구,비하동
20200521,2,20210702.0,충청북도 청주시 청원구 주중동 184,미로제과점,제과점영업,청원구,주중동
20200521,2,20200525.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점,베즐리 청주,제과점영업,흥덕구,복대동
20200511,2,20210830.0,충청북도 청주시 흥덕구 복대동 1174,매일베이커리하우스,제과점영업,흥덕구,복대동
20200722,2,20210715.0,충청북도 청주시 청원구 오창읍 양청리 818-5 대운프라자,좋은제과,제과점영업,청원구,오창읍
20200820,2,20200918.0,충청북도 청주시 청원구 내수읍 입상리 79-9 청주국제공항,파리바게트 청주공항점,제과점영업,청원구,내수읍
20210506,2,20210513.0,충청북도 청주시 흥덕구 복대동 3380 현대백화점,애플베리,제과점영업,흥덕구,복대동
20210604,2,20210817.0,충청북도 청주시 상당구 방서동 646-207,루빵공장(ROOFTOP BREAD FACTORY),제과점영업,상당구,방서동
20210621,2,20210704.0,충청북도 청주시 흥덕구 복대동 3380 현대백화점,나정빵집,제과점영업,흥덕구,복대동
20180928,2,20191216.0,충청북도 청주시 흥덕구 복대동 495-6번지,팡조우(브레드조우),제과점영업,흥덕구,복대동
20121107,2,20180907.0,충청북도 청주시 서원구 개신동 443번지 (두진백로아파트 상가동 101동 103호),바로구운 빵,제과점영업,서원구,개신동
20200917,2,20210826.0,충청북도 청주시 흥덕구 봉명동 1481,쿠키유,제과점영업,흥덕구,봉명동
20200915,2,20210416.0,충청북도 청주시 서원구 산남동 564 1층,청주당 베이커리,제과점영업,서원구,산남동
20201020,2,20210616.0,충청북도 청주시 청원구 주성동 359,미로제과점,제과점영업,청원구,주성동
20201029,2,20201124.0,충청북도 청주시 흥덕구 가경동 383-7,그린브라우니 가경점,제과점영업,흥덕구,가경동
20061208,2,20180406.0,충청북도 청주시 상당구 남문로1가 145-5번지 (1층),육거리제과,제과점영업,상당구,남문로1가
19991028,2,20080711.0,충청북도 청주시 서원구 사창동 446-2번지,성심푸드몰,제과점영업,서원구,사창동
19870626,2,20011130.0,충청북도 청주시 서원구 사직동 644-27번지,뉴태극당,제과점영업,서원구,사직동
20090917,2,20111216.0,충청북도 청주시 상당구 용담동 378번지 올림피아1층104호,블루리본팩토리,제과점영업,상당구,용담동
20101028,2,20170531.0,충청북도 청주시 상당구 용암동 1592-2번지 (1층),홈플러스익스프레스용암점,제과점영업,상당구,용암동
20010531,2,20140801.0,충청북도 청주시 서원구 분평동 1226번지 외 1필지 103호(1층),던킨도너츠분평점,제과점영업,서원구,분평동
19950727,2,20051220.0,충청북도 청주시 청원구 율량동 1044번지,푸른밀베이커리,제과점영업,청원구,율량동
19971001,2,20110427.0,충청북도 청주시 흥덕구 복대동 221-7번지,박황규베이커리,제과점영업,흥덕구,복대동
20110718,2,20140421.0,충청북도 청주시 서원구 산남동 707번지 (1층),좋은빵만들기,제과점영업,서원구,산남동
20011024,2,20061026.0,충청북도 청주시 흥덕구 복대동 2591번지,그랑프리베이커리,제과점영업,흥덕구,복대동
20011120,2,20090401.0,충청북도 청주시 상당구 금천동 115-3번지,빠라디베이커리,제과점영업,상당구,금천동
20011130,2,20060516.0,충청북도 청주시 상당구 금천동 115-72번지,나눔베이커리,제과점영업,상당구,금천동
20011211,2,20130204.0,충청북도 청주시 청원구 내덕동 656-7번지,브로뜨과자점,제과점영업,청원구,내덕동
20011212,2,20110223.0,충청북도 청주시 흥덕구 복대동 3072번지 (1층),케잌속의 사랑,제과점영업,흥덕구,복대동
20011213,2,20090630.0,충청북도 청주시 서원구 분평동 1261-2번지 주공4단지상가103호,하얀풍차,제과점영업,서원구,분평동
20020125,2,20020125.0,충청북도 청주시 흥덕구 복대동 2053번지,이딸리아베이커리,제과점영업,흥덕구,복대동
20020219,2,20071121.0,충청북도 청주시 청원구 율량동 1166번지,파리베이커리,제과점영업,청원구,율량동
20020220,2,20040326.0,충청북도 청주시 서원구 분평동 1255번지 (1층),고려당,제과점영업,서원구,분평동
20020502,2,20030811.0,충청북도 청주시 흥덕구 복대동 872-2번지 (1층),오씨엘,제과점영업,흥덕구,복대동
20020503,2,20190402.0,충청북도 청주시 청원구 율량동 1242번지 (1층),소풍베이커리,제과점영업,청원구,율량동
20020504,2,20080422.0,충청북도 청주시 서원구 모충동 248-31번지 (1층),소보로군과 슈크림양,제과점영업,서원구,모충동
20020510,2,20161221.0,충청북도 청주시 상당구 금천동 229번지,따삐오,제과점영업,상당구,금천동
20020524,2,20070405.0,충청북도 청주시 서원구 개신동 611번지 레몬타워101호,빵가마과자점,제과점영업,서원구,개신동
20020529,2,20050517.0,충청북도 청주시 흥덕구 복대동 2053번지 (1층),밀탑베이커리,제과점영업,흥덕구,복대동
20020530,2,20040225.0,충청북도 청주시 서원구 사창동 413-1번지 (1층),프렌치키스아이스크림,제과점영업,서원구,사창동
20020615,2,20041231.0,충청북도 청주시 서원구 분평동 1385번지 (1층),무나키샬레,제과점영업,서원구,분평동
20020720,2,20081120.0,충청북도 청주시 상당구 문의면 미천리 153-19번지,수아제과,제과점영업,상당구,문의면
20020820,2,20070326.0,충청북도 청주시 서원구 사창동 363-15번지 (1층),빵마을,제과점영업,서원구,사창동
20020827,2,20060320.0,충청북도 청주시 서원구 분평동 1258번지 (1층) 5호,크라운베이커리(분평점),제과점영업,서원구,분평동
20020830,2,20070913.0,충청북도 청주시 상당구 용암동 2634번지,(주)크라운베이커리,제과점영업,상당구,용암동
20020903,2,20100615.0,충청북도 청주시 흥덕구 복대동 3034번지 삼일A상가 111호,브리앙뜨베이커리,제과점영업,흥덕구,복대동
20170623,2,20180716.0,충청북도 청주시 상당구 석교동 126-23번지,코코브레드,제과점영업,상당구,석교동
20170710,2,20200908.0,"충청북도 청주시 서원구 죽림동 326 , 일진빌 1층",봄브레드(Bom Bread),제과점영업,서원구,죽림동
20170801,2,20190729.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점 충청점,봄눈슬듯,제과점영업,흥덕구,복대동
20170807,2,20200701.0,충청북도 청주시 상당구 북문로1가 111,퐁드깜바뉴,제과점영업,상당구,북문로1가
20170904,2,20180702.0,충청북도 청주시 상당구 미원면 미원리 428-19번지 1층,미원제과,제과점영업,상당구,미원면
20170918,2,20210219.0,충청북도 청주시 청원구 내수읍 마산리 181-6 1층(그린프라자),박종은베이커리,제과점영업,청원구,내수읍
20170926,2,20171011.0,충청북도 청주시 흥덕구 복대동 3380번지,매그놀리아코리아 충청점,제과점영업,흥덕구,복대동
20171017,2,20181106.0,충청북도 청주시 흥덕구 봉명동 1631번지,기녀밀 애(愛),제과점영업,흥덕구,봉명동
20171113,2,20201008.0,충청북도 청주시 청원구 오창읍 창리 99-5,좋은아침페스츄리오창점,제과점영업,청원구,오창읍
20021022,2,20080225.0,충청북도 청주시 흥덕구 봉명동 1331번지 (1층),브레첼베이커리,제과점영업,흥덕구,봉명동
20021126,2,20160615.0,충청북도 청주시 흥덕구 복대동 1111번지 (1층),시장베이커리,제과점영업,흥덕구,복대동
20021127,2,20030515.0,충청북도 청주시 서원구 개신동 616번지 (1층),윌베이커리,제과점영업,서원구,개신동
20021204,2,20070501.0,충청북도 청주시 상당구 금천동 287번지 튼튼타워 101호,크라운베이커리금천점,제과점영업,상당구,금천동
20021217,2,20090831.0,충청북도 청주시 상당구 용암동 2360번지 퓨전상가 104호,조코조코베이커리,제과점영업,상당구,용암동
20030116,2,20050825.0,충청북도 청주시 흥덕구 가경동 1515번지 덕일한마음상가 제14동104호105호,빵빵한베이커리,제과점영업,흥덕구,가경동
20030128,2,20140818.0,충청북도 청주시 청원구 내수읍 마산리 146-3번지,1004베이커리,제과점영업,청원구,내수읍
20030227,2,20030325.0,충청북도 청주시 흥덕구 봉명동 189-1번지 (1층),한미식품,제과점영업,흥덕구,봉명동
20030227,2,20030325.0,충청북도 청주시 서원구 수곡동 904번지 (1층),한미식품,제과점영업,서원구,수곡동
20030324,2,20050923.0,충청북도 청주시 상당구 남문로2가 9-13번지,뚜레쥬르 청주남문점,제과점영업,상당구,남문로2가
20171121,2,20200102.0,충청북도 청주시 서원구 성화동 440번지,제이더블유브레드(J.W.BrEAd),제과점영업,서원구,성화동
20180123,2,20200210.0,충청북도 청주시 흥덕구 옥산면 오산리 243-1번지,디유(D.U),제과점영업,흥덕구,옥산면
20180124,2,20190101.0,"충청북도 청주시 서원구 개신동 691번지 , 갤러리타워 1층 110호",식빵이맛있는집네모(개신점),제과점영업,서원구,개신동
20180213,2,20210219.0,충청북도 청주시 흥덕구 복대동 993 덕일아파트상가 아,매일식빵,제과점영업,흥덕구,복대동
20180403,2,20200730.0,충청북도 청주시 청원구 내덕동 402-22,카페롤&브레드대부,제과점영업,청원구,내덕동
20180516,2,20181022.0,충청북도 청주시 청원구 율량동 1878번지,카페롤&브레드대부,제과점영업,청원구,율량동
20180706,2,20200609.0,충청북도 청주시 상당구 북문로2가 80-4번지 외1필지,국향제과,제과점영업,상당구,북문로2가
20180803,2,20210317.0,충청북도 청주시 청원구 율량동 872,모퉁이제과점,제과점영업,청원구,율량동
20030414,2,20140103.0,충청북도 청주시 서원구 분평동 1202-1번지 (1층),가또쇼콜라(분평점),제과점영업,서원구,분평동
20030414,2,20061128.0,충청북도 청주시 흥덕구 운천동 1122번지 (1층),빵이야기,제과점영업,흥덕구,운천동
20030509,2,20060609.0,충청북도 청주시 흥덕구 가경동 1416-2번지 (1층)102호,던킨도넛츠,제과점영업,흥덕구,가경동
20030516,2,20110419.0,충청북도 청주시 서원구 분평동 1387번지 (1층),우리밀제과,제과점영업,서원구,분평동
20030724,2,20071029.0,충청북도 청주시 서원구 개신동 629번지 (1층),케이크플러스,제과점영업,서원구,개신동
20030730,2,20070220.0,충청북도 청주시 서원구 사직동 265-36번지 1층,현대한식품,제과점영업,서원구,사직동
20030801,2,20130708.0,충청북도 청주시 상당구 용암동 2359번지,크라운베이커리 용암덕일점,제과점영업,상당구,용암동
20030806,2,20031105.0,충청북도 청주시 흥덕구 복대동 870-2번지 (1층),아이허생과일아이스크림,제과점영업,흥덕구,복대동
20030808,2,20111207.0,충청북도 청주시 상당구 금천동 228번지,뚜레쥬르 청주금천점,제과점영업,상당구,금천동
20030825,2,20110506.0,충청북도 청주시 상당구 용암동 1488번지,우리밀식품,제과점영업,상당구,용암동
20030904,2,20170714.0,충청북도 청주시 흥덕구 가경동 1328번지 (1층),델리스제과,제과점영업,흥덕구,가경동
20030927,2,20060609.0,충청북도 청주시 흥덕구 복대동 2576번지 (1층),크라운베이커리하복대점,제과점영업,흥덕구,복대동
20031010,2,20031020.0,충청북도 청주시 서원구 사직동 755번지 (1층),빵빵한베이커리,제과점영업,서원구,사직동
20031014,2,20100114.0,충청북도 청주시 서원구 분평동 305-29번지 (1층),크라운베이커리우성점,제과점영업,서원구,분평동
20031024,2,20120419.0,충청북도 청주시 상당구 금천동 317번지 장자마을부영아파트상가 103호,쁘띠푸르,제과점영업,상당구,금천동
20031030,2,20051228.0,충청북도 청주시 상당구 남문로2가 72번지,케잌카페끌리앙,제과점영업,상당구,남문로2가
20031120,2,20051230.0,충청북도 청주시 상당구 용담동 171-5번지,샤르망베이커리,제과점영업,상당구,용담동
20031124,2,20070116.0,충청북도 청주시 상당구 남문로2가 1-2번지,우리밀베이커리,제과점영업,상당구,남문로2가
20031216,2,20140304.0,"충청북도 청주시 상당구 용암동 2542번지 중흥마을 부영아파트상가 지하101호,1층102호",크레시앙 베이커리,제과점영업,상당구,용암동
20031217,2,20080422.0,충청북도 청주시 흥덕구 복대동 1114번지 (1층),브로뜨빵,제과점영업,흥덕구,복대동
20031223,2,20051129.0,충청북도 청주시 청원구 율량동 1468번지,해피데이,제과점영업,청원구,율량동
20010321,2,20020927.0,충청북도 청주시 흥덕구 신봉동 528-3번지,크라운베이커리운천점,제과점영업,흥덕구,신봉동
20010327,2,20031008.0,충청북도 청주시 서원구 분평동 1226번지,떼르드글라스,제과점영업,서원구,분평동
20010416,2,20060102.0,충청북도 청주시 상당구 남문로2가 60번지,크라운베이커리,제과점영업,상당구,남문로2가
20010419,2,20111219.0,충청북도 청주시 청원구 오창읍 장대리 299-8번지,전형구베이커리,제과점영업,청원구,오창읍
20010424,2,20040421.0,충청북도 청주시 서원구 사직동 643-1번지,빵집이야기,제과점영업,서원구,사직동
20010509,2,20040528.0,충청북도 청주시 흥덕구 복대동 2459번지 두진상가 1층 104호,프랑시앙바게뜨,제과점영업,흥덕구,복대동
20010525,2,20040826.0,충청북도 청주시 서원구 분평동 1311번지,진미당,제과점영업,서원구,분평동
20010628,2,20080213.0,충청북도 청주시 서원구 사창동 156-7번지,던킨도너츠사창점,제과점영업,서원구,사창동
20010718,2,20121015.0,충청북도 청주시 청원구 내덕동 423번지,코스모베이커리,제과점영업,청원구,내덕동
20010829,2,20030326.0,충청북도 청주시 서원구 수곡동 777번지 한마음A상가102,뤼데스하임,제과점영업,서원구,수곡동
20010912,2,20101202.0,충청북도 청주시 상당구 용암동 2082번지 소라아파트상가,빵굽는동네,제과점영업,상당구,용암동
