인허가일자,상세영업상태코드,폐업일자,소재지전체주소,사업장명,업태구분명,구명,동명
20140731,2,20150304.0,충청북도 청주시 청원구 오창읍 양청리 737-17번지 101호,봄눈케이크,제과점영업,청원구,오창읍
20140818,2,20150811.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점충청점 지하1층,바누아투과자점,제과점영업,흥덕구,복대동
20140822,2,20191206.0,충청북도 청주시 서원구 사직동 262-14번지 (1층),YUNI'S cake(유니스케이크),제과점영업,서원구,사직동
20140912,2,20190705.0,충청북도 청주시 흥덕구 가경동 1555번지 (1층),좋은아침(가경점),제과점영업,흥덕구,가경동
20141014,2,20201103.0,충청북도 청주시 청원구 율량동 871 1층,보미제과,제과점영업,청원구,율량동
20141128,2,20151106.0,충청북도 청주시 서원구 산남동 1085번지 1층,끌리앙스베이커리,제과점영업,서원구,산남동
20141128,2,20160711.0,충청북도 청주시 상당구 남문로2가 1-2번지 외2필지 롯데쇼핑(주)청주영프라자(6층) 1동,앤티앤스,제과점영업,상당구,남문로2가
20141217,2,20201229.0,충청북도 청주시 서원구 수곡동 850 (1층),꼬마식빵,제과점영업,서원구,수곡동
20141226,2,20191106.0,충청북도 청주시 서원구 사창동 263-5번지 (1층),김관식빵집,제과점영업,서원구,사창동
20141229,2,20180813.0,충청북도 청주시 흥덕구 강서동 475번지 1층 104호,유니크(unique),제과점영업,흥덕구,강서동
20151105,2,20190801.0,충청북도 청주시 흥덕구 봉명동 492-3번지,푸름이네 떡케이크.과일모찌,제과점영업,흥덕구,봉명동
20151112,2,20210324.0,"충청북도 청주시 청원구 내수읍 입상리 79-9 청주국제공항, 2층",파리바게뜨 청주공항점,제과점영업,청원구,내수읍
20151116,2,20170125.0,충청북도 청주시 서원구 사직동 640-40번지 1층,몽's 베이커리,제과점영업,서원구,사직동
20160229,2,20180208.0,충청북도 청주시 상당구 수동 401-7번지 1층,따끈따끈베이커리,제과점영업,상당구,수동
20160321,2,20191231.0,충청북도 청주시 상당구 용암동 1902번지 1층,올리브의달콤베이킹,제과점영업,상당구,용암동
20160329,2,20161007.0,충청북도 청주시 서원구 사창동 257-12번지,오븐스토리,제과점영업,서원구,사창동
20160425,2,20170303.0,충청북도 청주시 서원구 성화동 751번지 (1층),고로케공장,제과점영업,서원구,성화동
19990714,2,20060102.0,충청북도 청주시 상당구 북문로1가 70-1번지,우리밀베이커리,제과점영업,상당구,북문로1가
19990728,2,20090210.0,충청북도 청주시 흥덕구 가경동 1416-2번지,빵굽는작은마을,제과점영업,흥덕구,가경동
19990729,2,20021008.0,충청북도 청주시 서원구 수곡동 863번지,베테랑베이커리,제과점영업,서원구,수곡동
19990826,2,20180122.0,"충청북도 청주시 상당구 북문로1가 68-17번지 (1,2층)",본정초콜릿(주)청주,제과점영업,상당구,북문로1가
19990927,2,20060116.0,충청북도 청주시 상당구 용암동 1842번지,동화속의케잌,제과점영업,상당구,용암동
19990930,2,20121205.0,충청북도 청주시 흥덕구 복대동 2456번지 영조아름다운나날 상가 104호,김태환베이커리,제과점영업,흥덕구,복대동
19991001,2,20010914.0,충청북도 청주시 흥덕구 신봉동 159번지 삼성아파트 상가 104동,임지수베이커리,제과점영업,흥덕구,신봉동
20000502,2,20060127.0,충청북도 청주시 상당구 북문로1가 67-5번지,꿀꺽베이커리,제과점영업,상당구,북문로1가
20000513,2,20070329.0,충청북도 청주시 상당구 금천동 115-23번지,그린하우스,제과점영업,상당구,금천동
20000602,2,20060125.0,충청북도 청주시 흥덕구 강서동 33-7번지 우정상가109호,디스모아,제과점영업,흥덕구,강서동
20000608,2,20080422.0,충청북도 청주시 서원구 사창동 261-4번지,파이루스베이커리,제과점영업,서원구,사창동
20000609,2,20120926.0,충청북도 청주시 청원구 내수읍 마산리 156-7번지,코스모베이커리,제과점영업,청원구,내수읍
20000627,2,20030401.0,충청북도 청주시 흥덕구 가경동 1502-9번지,맥문당,제과점영업,흥덕구,가경동
20000707,2,20020102.0,충청북도 청주시 서원구 사직동 235-9번지,씽킹빅베이커리,제과점영업,서원구,사직동
20000719,2,20090316.0,충청북도 청주시 청원구 내수읍 내수리 200-3번지 삼일아파트상가101호,에씨이베이커리,제과점영업,청원구,내수읍
20000727,2,20030725.0,충청북도 청주시 서원구 수곡동 893번지,썬월드,제과점영업,서원구,수곡동
20000918,2,20051230.0,충청북도 청주시 상당구 용암동 2060번지 부영아파트 상가 111호,빠띠사보아용암점,제과점영업,상당구,용암동
20000921,2,20020614.0,충청북도 청주시 흥덕구 가경동 1511번지,퐁네프베이커리,제과점영업,흥덕구,가경동
20001012,2,20160224.0,충청북도 청주시 흥덕구 강내면 탑연리 279-6번지,금관베이커리,제과점영업,흥덕구,강내면
20001107,2,20080422.0,충청북도 청주시 서원구 분평동 1255번지 대원아파트 상가 102호,크라운베이커리,제과점영업,서원구,분평동
20001219,2,20030214.0,충청북도 청주시 흥덕구 복대동 95-15번지,빵바라기,제과점영업,흥덕구,복대동
20001219,2,20050321.0,충청북도 청주시 서원구 개신동 635-1번지 주공아파트2단지내 103호,케익&브레드,제과점영업,서원구,개신동
20010223,2,20041215.0,충청북도 청주시 흥덕구 봉명동 1603-12번지 신라아파트 상가 아동 102호,라벨리아이스크림할인매장,제과점영업,흥덕구,봉명동
20010303,2,20061023.0,충청북도 청주시 흥덕구 오송읍 오송리 254번지,크로바베이커리,제과점영업,흥덕구,오송읍
20010310,2,20060405.0,충청북도 청주시 흥덕구 봉명동 2044번지 초원아파트 상가 105호,브로뜨과자점,제과점영업,흥덕구,봉명동
20120802,2,20121129.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점충청점(지하1층),로하디,제과점영업,흥덕구,복대동
20120806,2,20160731.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점충청점(지하1층),(주)현대그린푸드 베즐리베이커리(충청점),제과점영업,흥덕구,복대동
20120814,2,20160726.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점(지하1층),BTM(비티엠),제과점영업,흥덕구,복대동
20120814,2,20170504.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점(지하1층),(주)기야마,제과점영업,흥덕구,복대동
20120823,2,20130410.0,충청북도 청주시 서원구 개신동 621번지 (1층),오븐스토리,제과점영업,서원구,개신동
20120928,2,20130121.0,충청북도 청주시 서원구 분평동 1226번지 대상탑존본동 116호(1층),Veri very(베리베리),제과점영업,서원구,분평동
19991006,2,20050607.0,충청북도 청주시 흥덕구 가경동 1510번지 세원상가 1층 108호,헨젤과그레텔,제과점영업,흥덕구,가경동
19991011,2,20020107.0,충청북도 청주시 흥덕구 복대동 242-2번지,금관베이커리,제과점영업,흥덕구,복대동
19991015,2,20070430.0,충청북도 청주시 상당구 대성동 5번지,사과나무과자점,제과점영업,상당구,대성동
19991028,2,20210506.0,충청북도 청주시 흥덕구 복대동 2462,뚜레쥬르하복대점,제과점영업,흥덕구,복대동
19991113,2,20070803.0,충청북도 청주시 서원구 사창동 285-12번지,밀알빵굽는마을,제과점영업,서원구,사창동
19991118,2,20200601.0,충청북도 청주시 서원구 분평동 1386-2번지 분평주공 7단지 아파트상가 101호,뚜레쥬르분평점,제과점영업,서원구,분평동
19991126,2,20171229.0,충청북도 청주시 흥덕구 봉명동 472번지,샤모니베이커리,제과점영업,흥덕구,봉명동
19991201,2,20191126.0,충청북도 청주시 흥덕구 옥산면 오산리 540-3번지 1층,이국용베이커리,제과점영업,흥덕구,옥산면
19991202,2,20060920.0,충청북도 청주시 서원구 사직동 602-22번지,버니도나스,제과점영업,서원구,사직동
20000216,2,20060321.0,충청북도 청주시 상당구 남문로1가 147번지,장원제빵,제과점영업,상당구,남문로1가
20000217,2,20090428.0,충청북도 청주시 청원구 내덕동 565-7번지,아담베이커리,제과점영업,청원구,내덕동
20000217,2,20020627.0,충청북도 청주시 서원구 모충동 119-8번지,세원밀타운,제과점영업,서원구,모충동
20000410,2,20030221.0,충청북도 청주시 흥덕구 운천동 577번지,브로뜨과자점,제과점영업,흥덕구,운천동
20120217,2,20190214.0,충청북도 청주시 청원구 오창읍 장대리 299-8번지,대농베이커리,제과점영업,청원구,오창읍
20120222,2,20120307.0,충청북도 청주시 서원구 미평동 123-1번지 (지하3층),(주)신세계에버세이브엔(와플),제과점영업,서원구,미평동
20120227,2,20200421.0,충청북도 청주시 흥덕구 오송읍 만수리 538번지 농협하나로마트내,데이빗파파,제과점영업,흥덕구,오송읍
20120227,2,20160420.0,충청북도 청주시 흥덕구 강내면 탑연리 280-1번지,따삐오농협강내점,제과점영업,흥덕구,강내면
20120327,2,20140424.0,충청북도 청주시 흥덕구 가경동 1209번지 (1층),바로구운빵,제과점영업,흥덕구,가경동
20000428,2,20071121.0,충청북도 청주시 서원구 사창동 148-3번지,크라운베이커리,제과점영업,서원구,사창동
20121102,2,20140812.0,충청북도 청주시 청원구 율량동 1283번지 (1층-108호),오븐스토리,제과점영업,청원구,율량동
20170208,2,20181228.0,충청북도 청주시 청원구 율량동 863번지 율량럭키아파트상가10동 105호,타이완대왕카스테라청주율량점,제과점영업,청원구,율량동
20170210,2,20210324.0,"충청북도 청주시 청원구 내수읍 입상리 88 청주국제공항,국내선,2층",파리바게트청주공항2호점,제과점영업,청원구,내수읍
20170303,2,20170303.0,충청북도 청주시 흥덕구 봉명동 2030번지,좋은아침,제과점영업,흥덕구,봉명동
20170327,2,20180102.0,충청북도 청주시 흥덕구 봉명동 1206-5번지 1층,달곰슈가,제과점영업,흥덕구,봉명동
19760303,2,20181226.0,충청북도 청주시 청원구 내덕동 166-9번지 (1층),"케익아카데미 보나뻬띠, 슈가크래프트",제과점영업,청원구,내덕동
19960718,2,20100126.0,충청북도 청주시 상당구 북문로2가 116-24번지,브로뜨과자점,제과점영업,상당구,북문로2가
20120327,2,20170314.0,충청북도 청주시 흥덕구 봉명동 461번지 (1층),애여니의 행복한 빵집,제과점영업,흥덕구,봉명동
20120405,2,20120426.0,충청북도 청주시 서원구 미평동 123-1번지 (지하3층),신세계에스브이엔,제과점영업,서원구,미평동
20120412,2,20180227.0,충청북도 청주시 흥덕구 복대동 2374번지 (1층),파리바게뜨 청주개신현대점,제과점영업,흥덕구,복대동
20120413,2,20190507.0,충청북도 청주시 청원구 율량동 883번지 롯데마트 내,브랑제리,제과점영업,청원구,율량동
20120413,2,20131029.0,충청북도 청주시 흥덕구 가경동 1493-3번지 (1층),Humming Sugar(허밍슈가),제과점영업,흥덕구,가경동
20120424,2,20140123.0,충청북도 청주시 흥덕구 복대동 3379번지 신영지웰시티1차상업시설 110호,따삐오베이커리,제과점영업,흥덕구,복대동
20120430,2,20120522.0,충청북도 청주시 상당구 북문로2가 116-264번지 1층,크레시앙베이커리,제과점영업,상당구,북문로2가
20120521,2,20180816.0,충청북도 청주시 상당구 서문동 157-14번지 지하2층,몽블랑제 청주성안점 행사매대,제과점영업,상당구,서문동
20120524,2,20120529.0,충청북도 청주시 상당구 북문로2가 116-264번지 1층,크레시앙베이커리,제과점영업,상당구,북문로2가
20160502,2,20160503.0,충청북도 청주시 상당구 북문로2가 79-7번지 1층,비올라,제과점영업,상당구,북문로2가
20170510,2,20170613.0,충청북도 청주시 흥덕구 가경동 1217번지 1층,뚜레쥬르 가경점,제과점영업,흥덕구,가경동
20170602,2,20170731.0,충청북도 청주시 흥덕구 복대동 3380번지,베떼엠(BTM),제과점영업,흥덕구,복대동
20070315,2,20110406.0,충청북도 청주시 서원구 수곡동 31-2번지 외 1필지(1층),쇼콜라떼,제과점영업,서원구,수곡동
20070410,2,20081216.0,충청북도 청주시 상당구 서문동 157-14번지 외27필지(지하2층),(주)이랜드월드 뺑드프랑스,제과점영업,상당구,서문동
20070412,2,20101207.0,충청북도 청주시 서원구 분평동 1385번지 (1층),보네스뻬,제과점영업,서원구,분평동
19760401,2,20011218.0,충청북도 청주시 서원구 사직동 265-18번지,대풍제과,제과점영업,서원구,사직동
19810331,2,20131031.0,충청북도 청주시 청원구 내덕동 194-3번지,크라운베리커리내덕점,제과점영업,청원구,내덕동
19830707,2,20131216.0,충청북도 청주시 상당구 남문로1가 59-3번지 (1층),오성당제과,제과점영업,상당구,남문로1가
19840510,2,20131029.0,충청북도 청주시 상당구 미원면 미원리 523번지,에덴베이커리,제과점영업,상당구,미원면
19841122,2,20021007.0,충청북도 청주시 서원구 사직동 820번지,동화다실,제과점영업,서원구,사직동
19850227,2,20051228.0,충청북도 청주시 청원구 내덕동 650-5번지,권베이커리,제과점영업,청원구,내덕동
19860122,2,20091109.0,충청북도 청주시 상당구 남문로1가 156-2번지,하얀풍차제과,제과점영업,상당구,남문로1가
19860201,2,20070828.0,충청북도 청주시 서원구 수곡동 79-7번지,무지개제과,제과점영업,서원구,수곡동
19860910,2,20160421.0,충청북도 청주시 서원구 수곡동 315번지 산남4단지 상가 105호,맘모스베이커리,제과점영업,서원구,수곡동
19861119,2,20020524.0,충청북도 청주시 흥덕구 복대동 633-2번지,궁전제과,제과점영업,흥덕구,복대동
19880326,2,20060127.0,충청북도 청주시 상당구 북문로3가 87-3번지,고려당청주북문로점,제과점영업,상당구,북문로3가
19881005,2,20091117.0,충청북도 청주시 청원구 내덕동 165번지,뚜레즈,제과점영업,청원구,내덕동
19881102,2,20051107.0,충청북도 청주시 흥덕구 봉명동 1795번지,델리베이커리,제과점영업,흥덕구,봉명동
20090409,2,20121023.0,충청북도 청주시 청원구 내수읍 학평리 150-7번지 내수농협종합청사 1동,하나로베이커리,제과점영업,청원구,내수읍
20090413,2,20090430.0,충청북도 청주시 청원구 율량동 912번지 (1층),뚜레쥬르율량중앙점,제과점영업,청원구,율량동
20090413,2,20170911.0,충청북도 청주시 서원구 산남동 498번지 외 1필지 리치피아빌딩 1층 (104호),레몬커피산남점,제과점영업,서원구,산남동
19960905,2,20031020.0,충청북도 청주시 흥덕구 운천동 677-1번지,샹달프과자점,제과점영업,흥덕구,운천동
19961022,2,20030711.0,충청북도 청주시 흥덕구 복대동 1169번지,르네상스베이커리,제과점영업,흥덕구,복대동
19961023,2,20110412.0,충청북도 청주시 서원구 모충동 375번지,빵굼터,제과점영업,서원구,모충동
19961119,2,20050131.0,충청북도 청주시 서원구 모충동 445-14번지,이딸리앙베이커리,제과점영업,서원구,모충동
19961213,2,20080116.0,충청북도 청주시 상당구 북문로1가 28번지,브레드하임,제과점영업,상당구,북문로1가
19970501,2,20021113.0,충청북도 청주시 서원구 사창동 303-2번지,빵사랑,제과점영업,서원구,사창동
19970510,2,20031120.0,충청북도 청주시 흥덕구 복대동 1140번지,크라운베이커리,제과점영업,흥덕구,복대동
19970604,2,20080408.0,충청북도 청주시 흥덕구 비하동 362-8번지,빈베이커리,제과점영업,흥덕구,비하동
19970607,2,20110712.0,충청북도 청주시 서원구 모충동 122-24번지 1층,뚜레쥬르(수곡점),제과점영업,서원구,모충동
19970702,2,20060127.0,충청북도 청주시 상당구 용암동 1110번지,월드베이커리,제과점영업,상당구,용암동
19970728,2,20110728.0,충청북도 청주시 상당구 영운동 151-5번지,브랑제리로제제과점,제과점영업,상당구,영운동
19970802,2,20030320.0,충청북도 청주시 서원구 분평동 1202-1번지,샤르망베이커리,제과점영업,서원구,분평동
19970825,2,20030324.0,충청북도 청주시 서원구 분평동 1200-1번지,정성용베이커리,제과점영업,서원구,분평동
19970919,2,20041231.0,충청북도 청주시 흥덕구 가경동 870번지,현베이커리,제과점영업,흥덕구,가경동
19971006,2,20100125.0,충청북도 청주시 흥덕구 가경동 1516번지 태암수정상가 1동 110호,피자프랑스베이커리,제과점영업,흥덕구,가경동
19971127,2,20031013.0,충청북도 청주시 서원구 분평동 305-29번지,크라운베이커리,제과점영업,서원구,분평동
19971205,2,20140721.0,충청북도 청주시 청원구 율량동 873-7번지,르뽀미에청주율량점,제과점영업,청원구,율량동
19971211,2,20091209.0,충청북도 청주시 청원구 내수읍 은곡리 301번지 덕일한마음상가115,힐튼베이커리,제과점영업,청원구,내수읍
19971216,2,20030325.0,충청북도 청주시 흥덕구 복대동 1633번지,케익하우스,제과점영업,흥덕구,복대동
19971230,2,20100511.0,충청북도 청주시 상당구 용암동 1667번지,파리바게뜨용암현대점,제과점영업,상당구,용암동
19980105,2,20060804.0,충청북도 청주시 흥덕구 복대동 865-2번지,고려당충북대점,제과점영업,흥덕구,복대동
19980310,2,20060102.0,충청북도 청주시 청원구 내덕동 572-2번지,코이코스베이커리,제과점영업,청원구,내덕동
19980514,2,20120529.0,충청북도 청주시 상당구 영운동 173-20번지,신라방베이커리,제과점영업,상당구,영운동
19980522,2,20190507.0,충청북도 청주시 청원구 율량동 883번지 (롯데마트내),브랑제리베이커리,제과점영업,청원구,율량동
19980723,2,20150501.0,충청북도 청주시 서원구 모충동 128-1번지,빵굼터(밀알),제과점영업,서원구,모충동
19980727,2,20051014.0,충청북도 청주시 상당구 북문로1가 117-2번지,크라운베이커리,제과점영업,상당구,북문로1가
19980813,2,20160630.0,충청북도 청주시 흥덕구 비하동 309-1번지,뚜레쥬르(청주비하점),제과점영업,흥덕구,비하동
19980819,2,20060102.0,충청북도 청주시 상당구 서문동 150-7번지,케익타운,제과점영업,상당구,서문동
19980826,2,20040806.0,충청북도 청주시 서원구 모충동 473번지,쟝글제과,제과점영업,서원구,모충동
19980908,2,20100122.0,충청북도 청주시 흥덕구 강내면 월곡리 301-3번지,충청샌드팜,제과점영업,흥덕구,강내면
19981016,2,20070927.0,충청북도 청주시 서원구 분평동 1350번지,휘난새베이커리,제과점영업,서원구,분평동
19981215,2,20060118.0,충청북도 청주시 흥덕구 강내면 월탄리 39-5번지,프레쉬베이커리,제과점영업,흥덕구,강내면
19990219,2,20040719.0,충청북도 청주시 서원구 수곡동 910번지,베이커리라벨리아이스크림전문할인점,제과점영업,서원구,수곡동
19990220,2,20060102.0,충청북도 청주시 청원구 율량동 1291번지,고려당,제과점영업,청원구,율량동
20160530,2,20160928.0,충청북도 청주시 흥덕구 가경동 1351번지 1층,바닐라슈가앤케익,제과점영업,흥덕구,가경동
20160720,2,20190626.0,충청북도 청주시 청원구 율량동 2107번지 1층,안셈,제과점영업,청원구,율량동
20160728,2,20160822.0,충청북도 청주시 서원구 모충동 230-36번지 (1층),뚜레쥬르(청주 서원대점),제과점영업,서원구,모충동
20160811,2,20180806.0,충청북도 청주시 흥덕구 복대동 3380번지 현대백화점충청점 지하1층,삼송빵집 현대백화점 충청점,제과점영업,흥덕구,복대동
20160817,2,20161116.0,충청북도 청주시 청원구 내덕동 293-1번지,한솔베이커리,제과점영업,청원구,내덕동
20161104,2,20181119.0,충청북도 청주시 흥덕구 복대동 1366번지,마마롤,제과점영업,흥덕구,복대동
20161226,2,20170612.0,충청북도 청주시 흥덕구 복대동 288-119번지 주건축물제1동 102호,대왕카스테라,제과점영업,흥덕구,복대동
20070601,2,20120413.0,충청북도 청주시 서원구 산남동 1094번지 부영@상가 2동 103호,크라운베이커리,제과점영업,서원구,산남동
20070604,2,20130228.0,충청북도 청주시 서원구 사창동 446번지 (1층),가토주니,제과점영업,서원구,사창동
20070621,2,20081209.0,충청북도 청주시 상당구 용암동 1674번지 (지하),빠리팡스과자점,제과점영업,상당구,용암동
20070913,2,20210401.0,충청북도 청주시 상당구 용암동 2634 (지하1층),델리스(상당점),제과점영업,상당구,용암동
20070920,2,20151215.0,충청북도 청주시 서원구 개신동 41-34번지 (1층),야무진손만두,제과점영업,서원구,개신동
20071012,2,20111208.0,충청북도 청주시 서원구 사창동 156-5번지 (1층),뚜레쥬르(충북대점),제과점영업,서원구,사창동
20071102,2,20150907.0,충청북도 청주시 서원구 산남동 659번지 센타프라자 109호,던킨도너츠,제과점영업,서원구,산남동
20071210,2,20110309.0,충청북도 청주시 서원구 산남동 661번지 인템프라자 101호,정항우케잌,제과점영업,서원구,산남동
20080104,2,20161110.0,충청북도 청주시 청원구 율량동 1166번지 (1층),포레베이커리,제과점영업,청원구,율량동
20080212,2,20110329.0,충청북도 청주시 서원구 수곡동 333번지 주공1단지 상가 가동 107호,카카오아일,제과점영업,서원구,수곡동
20080514,2,20170907.0,충청북도 청주시 상당구 용담동 361번지 (104호),자연드림용담점,제과점영업,상당구,용담동
20080519,2,20120808.0,충청북도 청주시 흥덕구 가경동 171-55번지 (1층),올리브베이커리,제과점영업,흥덕구,가경동
20090508,2,20100406.0,충청북도 청주시 흥덕구 가경동 1683번지 (1층) 110호,메리하트,제과점영업,흥덕구,가경동
20090608,2,20171204.0,충청북도 청주시 서원구 개신동 616번지,몽블랑제(MonBoulanger),제과점영업,서원구,개신동
20090702,2,20100401.0,충청북도 청주시 서원구 미평동 123-1번지 청주E마트(지하3층),(주)조선호텔베이커리데이앤데이청주점2,제과점영업,서원구,미평동
20090707,2,20120104.0,충청북도 청주시 흥덕구 복대동 993번지 덕일@마동 101호,GS25청주복대점,제과점영업,흥덕구,복대동
20090728,2,20170315.0,충청북도 청주시 상당구 북문로2가 116-65번지 1층,와타빈청주점,제과점영업,상당구,북문로2가
20090903,2,20160125.0,"충청북도 청주시 서원구 사창동 354번지 외 3필지, 해피플러스 내 (1층)",해피베이커리,제과점영업,서원구,사창동
20090918,2,20120104.0,충청북도 청주시 서원구 산남동 1070번지,바이미,제과점영업,서원구,산남동
20091022,2,20180118.0,충청북도 청주시 서원구 성화동 471번지 성화빌딩2 103호,뚜레쥬르성화(2),제과점영업,서원구,성화동
20091023,2,20161123.0,충청북도 청주시 흥덕구 가경동 793번지 (1층),뚜레쥬르가경신라점,제과점영업,흥덕구,가경동
20121105,2,20121119.0,충청북도 청주시 서원구 분평동 1240번지 라데팡스륀느관 (1층) 106호,아이쿱청주생협분평점,제과점영업,서원구,분평동
20121107,2,20141211.0,충청북도 청주시 서원구 사창동 262-14번지 (1층),준베이커리,제과점영업,서원구,사창동
20110321,2,20180409.0,충청북도 청주시 서원구 사창동 222-7번지 (11층),(주)좋은아침 베이커리,제과점영업,서원구,사창동
20110405,2,20110406.0,충청북도 청주시 서원구 산남동 689번지 (1층),파리바게뜨산남대원점,제과점영업,서원구,산남동
20110408,2,20110413.0,충청북도 청주시 흥덕구 가경동 1339번지 (1층),청주명문도너츠,제과점영업,흥덕구,가경동
20110408,2,20190520.0,"충청북도 청주시 서원구 분평동 1258번지 분평동은사우나(103호,104호)",파리바게뜨분평주은,제과점영업,서원구,분평동
20110414,2,20170823.0,충청북도 청주시 흥덕구 가경동 1699번지 외 1필지 104호,빚은청주가경점,제과점영업,흥덕구,가경동
20110414,2,20121227.0,충청북도 청주시 서원구 모충동 94-17번지 외 1필지 (1층),롱코니,제과점영업,서원구,모충동
20110415,2,20130131.0,충청북도 청주시 상당구 금천동 43번지 (1층),몽마,제과점영업,상당구,금천동
20110428,2,20120111.0,충청북도 청주시 서원구 개신동 12번지 외 49필지 충북대학교병원(1층),파리바게뜨충북대병원점,제과점영업,서원구,개신동
20110506,2,20150703.0,충청북도 청주시 서원구 분평동 1387번지 호인센트럴존스포츠센타(1층),따삐오베이커리농협분평점,제과점영업,서원구,분평동
20110705,2,20120405.0,충청북도 청주시 서원구 미평동 123-1번지 (지하2층),(주)조선호텔베이커리2,제과점영업,서원구,미평동
19990304,2,20151210.0,"충청북도 청주시 상당구 용암동 2099번지 건영아파트 상가 114,115호",뚜레쥬르용암점,제과점영업,상당구,용암동
19990317,2,20030328.0,충청북도 청주시 서원구 사창동 310-5번지,윤성동베이커리,제과점영업,서원구,사창동
19990420,2,20130902.0,충청북도 청주시 흥덕구 가경동 1449번지,(주)크라운베이커리청주시외버스터미널점,제과점영업,흥덕구,가경동
19990428,2,20090211.0,충청북도 청주시 서원구 수곡동 319번지,토마토베이커리,제과점영업,서원구,수곡동
19990428,2,20011115.0,충청북도 청주시 흥덕구 복대동 4-2번지,윌베이커리,제과점영업,흥덕구,복대동
19990430,2,20110405.0,충청북도 청주시 흥덕구 가경동 1416번지,뚜레쥬르제과점,제과점영업,흥덕구,가경동
19990621,2,20190510.0,충청북도 청주시 흥덕구 가경동 1416-2번지,보네스뻬(청주점),제과점영업,흥덕구,가경동
19990701,2,20030530.0,충청북도 청주시 흥덕구 복대동 3029번지,크라운베이커리,제과점영업,흥덕구,복대동
20110816,2,20120119.0,충청북도 청주시 상당구 금천동 47-11번지 (1층),쇼콜라떼,제과점영업,상당구,금천동
20110829,2,20180816.0,충청북도 청주시 상당구 서문동 157-14번지 (지하2층),몽블랑제 청주성안점2,제과점영업,상당구,서문동
20110916,2,20110923.0,충청북도 청주시 상당구 방서동 118번지 (1층),올굿쌀호두,제과점영업,상당구,방서동
20110922,2,20150730.0,충청북도 청주시 흥덕구 복대동 994번지 (1층),빵이대박,제과점영업,흥덕구,복대동
20110923,2,20120821.0,충청북도 청주시 서원구 사창동 354번지 (1층),해피데이베이커리,제과점영업,서원구,사창동
20111010,2,20120802.0,충청북도 청주시 청원구 오창읍 양청리 820번지,아름그린영농조합법인,제과점영업,청원구,오창읍
20121113,2,20170424.0,충청북도 청주시 흥덕구 가경동 1189번지 형석1차아파츠 상가 13동 105호(1층),요마시고로케,제과점영업,흥덕구,가경동
20121114,2,20130402.0,충청북도 청주시 상당구 영동 104-7번지 (1층),명문도너츠,제과점영업,상당구,영동
20121115,2,20141006.0,충청북도 청주시 청원구 율량동 912-2번지 (1층),빵박사,제과점영업,청원구,율량동
